package_manager,name,version,licenses,homepage,approved
Go,golang.org/x/sys,v0.1.0,New BSD,"",Approved
Go,golang.org/x/term,v0.1.0,New BSD,"",Approved
Go,golang.org/x/text,v0.4.0,New BSD,"",Approved
Go,golang.org/x/time,v0.1.0,New BSD,"",Approved
Go,golang.org/x/xerrors,v0.0.0-20220907171357-04be3eba64a2,New BSD,"",Approved
Go,gonum.org/v1/gonum,v0.11.0,"MIT,New BSD","",Approved
Go,google.golang.org/api,v0.101.0,New BSD,"",Approved
Go,google.golang.org/genproto,v0.0.0-20221025140454-527a21cfbd71,Apache 2.0,"",Approved
Go,google.golang.org/grpc,v1.50.1,Apache 2.0,"",Approved
Go,google.golang.org/protobuf,v1.28.1,New BSD,"",Approved
Go,gopkg.in/alexcesaro/statsd.v2,v2.0.0,MIT,"",Approved
Go,gopkg.in/inf.v0,v0.9.1,New BSD,"",Approved
Go,gopkg.in/natefinch/lumberjack.v2,v2.0.0,MIT,"",Approved
Go,gopkg.in/square/go-jose.v2,v2.6.0,"Apache 2.0,New BSD","",Approved
Go,gopkg.in/warnings.v0,v0.1.2,Simplified BSD,"",Approved
Go,gopkg.in/yaml.v2,v2.4.0,"Apache 2.0,MIT","",Approved
Go,gopkg.in/yaml.v3,v3.0.1,MIT,"",Approved
Go,k8s.io/api,v0.24.3,Apache 2.0,"",Approved
Go,k8s.io/apimachinery,v0.24.3,"Apache 2.0,New BSD","",Approved
Go,k8s.io/client-go,v0.24.3,"Apache 2.0,New BSD","",Approved
Go,k8s.io/klog/v2,v2.70.0,Apache 2.0,"",Approved
Go,k8s.io/kube-openapi,v0.0.0-20220328201542-3ee0da9b0b42,Apache 2.0,"",Approved
Go,k8s.io/utils,v0.0.0-20220210201930-3a6ce19ff2f9,"Apache 2.0,New BSD","",Approved
Go,layeh.com/gopher-luar,v1.0.10,Mozilla Public License 2.0,"",Approved
Go,sigs.k8s.io/json,v0.0.0-20211208200746-9f7c6b3444d2,Apache 2.0,"",Approved
Go,sigs.k8s.io/kustomize/kyaml,v0.13.3,"Apache 2.0,MIT","",Approved
Go,sigs.k8s.io/structured-merge-diff/v4,v4.2.1,Apache 2.0,"",Approved
Go,sigs.k8s.io/yaml,v1.3.0,MIT,"",Approved
